Fecha,Posición,Canción,Artista
2015-06-26,802,Love You Like That,Canaan Smith
2015-06-26,816,I Really Like You,Carly Rae Jepsen
2015-06-26,830,Classic Man,Jidenna Featuring Roman GianArthur
2015-06-26,844,Crash And Burn,Thomas Rhett
2015-06-26,858,Baby Be My Love Song,Easton Corbin
2015-06-26,872,Smoke,A Thousand Horses
2015-06-26,886,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn
2015-06-26,900,House Party,Sam Hunt
2015-06-26,914,Don't It,Billy Currington
2015-06-26,928,Buy Me A Boat,Chris Janson
2015-06-26,942,Wet Dreamz,J. Cole
2015-06-26,956,One Hell Of An Amen,Brantley Gilbert
2015-06-26,970,Pretty Girls,Britney Spears & Iggy Azalea
2015-06-26,984,Loving You Easy,Zac Brown Band
2015-06-26,998,The Matrimony,Wale Featuring Usher
2015-06-26,1012,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
2015-06-26,1026,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-06-26,1040,Lay Me Down,Sam Smith
2015-06-26,1054,Flashlight,Jessie J
2015-06-26,1068,Crushin' It,Brad Paisley
2015-06-26,1082,Planez,Jeremih Featuring J. Cole
2015-06-26,1096,Stitches,Shawn Mendes
2015-06-26,1110,Know Yourself,Drake
2015-06-26,1124,Kiss You In The Morning,Michael Ray
2015-06-26,1138,3500,Travi$ Scott Featuring Future & 2 Chainz
2015-06-26,1152,Energy,Drake
2015-06-26,1166,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-06-26,1180,Young & Crazy,Frankie Ballard
2015-06-26,1194,"John Cougar, John Deere, John 3:16",Keith Urban
2015-06-26,1208,Renegades,X Ambassadors
2015-06-26,1222,Nasty,Bandit Gang Marco Featuring Dro
2015-06-26,1236,Hell Of A Night,Dustin Lynch
2015-06-26,1250,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B
2015-06-26,1264,Believe,Mumford & Sons
2015-06-26,1278,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull
2015-06-26,1292,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney"
2015-06-26,1306,This Could Be Us,Rae Sremmurd
2015-06-26,1320,I Want You To Know,Zedd Featuring Selena Gomez
2015-06-26,1334,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina
2015-06-26,1348,Lose My Mind,Brett Eldredge
2015-06-26,1362,L$D,A$AP Rocky
2015-06-26,1376,Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson
2015-06-26,1390,Tear In My Heart,Twenty One Pilots
2015-07-03,4,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-07-03,18,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-07-03,32,Trap Queen,Fetty Wap
2015-07-03,46,Cheerleader,OMI
2015-07-03,60,Shut Up And Dance,WALK THE MOON
2015-07-03,74,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-07-03,88,Want To Want Me,Jason Derulo
2015-07-03,102,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-07-03,116,"Honey, I'm Good.",Andy Grammer
2015-07-03,130,Earned It (Fifty Shades Of Grey),The Weeknd
2015-07-03,144,Watch Me,Silento
2015-07-03,158,Can't Feel My Face,The Weeknd
2015-07-03,172,Fight Song,Rachel Platten
2015-07-03,186,Worth It,Fifth Harmony Featuring Kid Ink
2015-07-03,200,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-07-03,214,Talking Body,Tove Lo
2015-07-03,228,Lean On,Major Lazer X DJ Snake Featuring MO
2015-07-03,242,You Know You Like It,DJ Snake & AlunaGeorge
2015-07-03,256,Sugar,Maroon 5
2015-07-03,270,Thinking Out Loud,Ed Sheeran
2015-07-03,284,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-07-03,298,The Hills,The Weeknd
2015-07-03,312,Nasty Freestyle,T-Wayne
2015-07-03,326,Love Me Like You Do,Ellie Goulding
2015-07-03,340,This Summer's Gonna Hurt...,Maroon 5
2015-07-03,354,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-07-03,368,Girl Crush,Little Big Town
2015-07-03,382,B**** Better Have My Money,Rihanna
2015-07-03,396,Slow Motion,Trey Songz
2015-07-03,410,Elastic Heart,Sia
2015-07-03,424,The Night Is Still Young,Nicki Minaj
2015-07-03,438,Take Your Time,Sam Hunt
2015-07-03,452,Budapest,George Ezra
2015-07-03,466,Photograph,Ed Sheeran
2015-07-03,480,Dear Future Husband,Meghan Trainor
2015-07-03,494,Kick The Dust Up,Luke Bryan
2015-07-03,508,Somebody,Natalie La Rose Featuring Jeremih
2015-07-03,522,Style,Taylor Swift
2015-07-03,536,Sangria,Blake Shelton
2015-07-03,550,Shake It Off,Taylor Swift
2015-07-03,564,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
2015-07-03,578,Blank Space,Taylor Swift
2015-07-03,592,Be Real,Kid Ink Featuring DeJ Loaf
2015-07-03,606,Fun,Pitbull Featuring Chris Brown
2015-07-03,620,Bright,Echosmith
2015-07-03,634,Love Me Like You Mean It,Kelsea Ballerini
2015-07-03,648,Little Toy Guns,Carrie Underwood
2015-07-03,662,Blessings,Big Sean Featuring Drake
2015-07-03,676,Uma Thurman,Fall Out Boy
2015-07-03,690,Classic Man,Jidenna Featuring Roman GianArthur
2015-07-03,704,Tonight Looks Good On You,Jason Aldean
2015-07-03,718,House Party,Sam Hunt
2015-07-03,732,Like A Wrecking Ball,Eric Church
2015-07-03,746,Love You Like That,Canaan Smith
2015-07-03,760,Commas,Future
2015-07-03,774,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn
2015-07-03,788,Crash And Burn,Thomas Rhett
2015-07-03,802,Baby Be My Love Song,Easton Corbin
2015-07-03,816,One Last Time,Ariana Grande
2015-07-03,830,Sippin' On Fire,Florida Georgia Line
2015-07-03,844,Wet Dreamz,J. Cole
2015-07-03,858,Buy Me A Boat,Chris Janson
2015-07-03,872,Loving You Easy,Zac Brown Band
2015-07-03,886,One Hell Of An Amen,Brantley Gilbert
2015-07-03,900,I Really Like You,Carly Rae Jepsen
2015-07-03,914,Don't It,Billy Currington
2015-07-03,928,Wild Child,Kenny Chesney With Grace Potter
2015-07-03,942,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-07-03,956,Stitches,Shawn Mendes
2015-07-03,970,The Matrimony,Wale Featuring Usher
2015-07-03,984,Planez,Jeremih Featuring J. Cole
2015-07-03,998,Crushin' It,Brad Paisley
2015-07-03,1012,Ghost Town,Adam Lambert
2015-07-03,1026,Renegades,X Ambassadors
2015-07-03,1040,Smoke,A Thousand Horses
2015-07-03,1054,Kiss You In The Morning,Michael Ray
2015-07-03,1068,Lay Me Down,Sam Smith
2015-07-03,1082,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
2015-07-03,1096,Energy,Drake
2015-07-03,1110,Young & Crazy,Frankie Ballard
2015-07-03,1124,Pretty Girls,Britney Spears & Iggy Azalea
2015-07-03,1138,Hell Of A Night,Dustin Lynch
2015-07-03,1152,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-07-03,1166,B**** I'm Madonna,Madonna Featuring Nicki Minaj
2015-07-03,1180,"John Cougar, John Deere, John 3:16",Keith Urban
2015-07-03,1194,Know Yourself,Drake
2015-07-03,1208,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-07-03,1222,Flashlight,Jessie J
2015-07-03,1236,Beautiful Now,Zedd Featuring Jon Bellion
2015-07-03,1250,This Could Be Us,Rae Sremmurd
2015-07-03,1264,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B
2015-07-03,1278,Lose My Mind,Brett Eldredge
2015-07-03,1292,Sparks,Hilary Duff
2015-07-03,1306,Believe,Mumford & Sons
2015-07-03,1320,Coffee,Miguel
2015-07-03,1334,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina
2015-07-03,1348,Tear In My Heart,Twenty One Pilots
2015-07-03,1362,Flicka Da Wrist,Chedda Da Connect
2015-07-03,1376,Nasty,Bandit Gang Marco Featuring Dro
2015-07-03,1390,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-07-10,4,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-07-10,18,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-07-10,32,Cheerleader,OMI
2015-07-10,46,Trap Queen,Fetty Wap
2015-07-10,60,Shut Up And Dance,WALK THE MOON
2015-07-10,74,Can't Feel My Face,The Weeknd
2015-07-10,88,Watch Me,Silento
2015-07-10,102,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-07-10,116,Good For You,Selena Gomez Featuring A$AP Rocky
2015-07-10,130,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-07-10,144,"Honey, I'm Good.",Andy Grammer
2015-07-10,158,Want To Want Me,Jason Derulo
2015-07-10,172,Lean On,Major Lazer X DJ Snake Featuring MO
2015-07-10,186,Fight Song,Rachel Platten
2015-07-10,200,Worth It,Fifth Harmony Featuring Kid Ink
2015-07-10,214,Earned It (Fifty Shades Of Grey),The Weeknd
2015-07-10,228,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-07-10,242,Sugar,Maroon 5
2015-07-10,256,You Know You Like It,DJ Snake & AlunaGeorge
2015-07-10,270,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-07-10,284,Talking Body,Tove Lo
2015-07-10,298,Thinking Out Loud,Ed Sheeran
2015-07-10,312,The Hills,The Weeknd
2015-07-10,326,This Summer's Gonna Hurt...,Maroon 5
2015-07-10,340,Nasty Freestyle,T-Wayne
2015-07-10,354,Love Me Like You Do,Ellie Goulding
2015-07-10,368,Girl Crush,Little Big Town
2015-07-10,382,B**** Better Have My Money,Rihanna
2015-07-10,396,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-07-10,410,Photograph,Ed Sheeran
2015-07-10,424,Elastic Heart,Sia
2015-07-10,438,Slow Motion,Trey Songz
2015-07-10,452,The Night Is Still Young,Nicki Minaj
2015-07-10,466,Classic Man,Jidenna Featuring Roman GianArthur
2015-07-10,480,Take Your Time,Sam Hunt
2015-07-10,494,Budapest,George Ezra
2015-07-10,508,Kick The Dust Up,Luke Bryan
2015-07-10,522,Sangria,Blake Shelton
2015-07-10,536,Shake It Off,Taylor Swift
2015-07-10,550,Fun,Pitbull Featuring Chris Brown
2015-07-10,564,Style,Taylor Swift
2015-07-10,578,Somebody,Natalie La Rose Featuring Jeremih
2015-07-10,592,Be Real,Kid Ink Featuring DeJ Loaf
2015-07-10,606,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
2015-07-10,620,Blank Space,Taylor Swift
2015-07-10,634,Dear Future Husband,Meghan Trainor
2015-07-10,648,Uma Thurman,Fall Out Boy
2015-07-10,662,House Party,Sam Hunt
2015-07-10,676,Love Me Like You Mean It,Kelsea Ballerini
2015-07-10,690,Little Toy Guns,Carrie Underwood
2015-07-10,704,Bright,Echosmith
2015-07-10,718,Tonight Looks Good On You,Jason Aldean
2015-07-10,732,Love You Like That,Canaan Smith
2015-07-10,746,Like A Wrecking Ball,Eric Church
2015-07-10,760,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn
2015-07-10,774,Stitches,Shawn Mendes
2015-07-10,788,Crash And Burn,Thomas Rhett
2015-07-10,802,Baby Be My Love Song,Easton Corbin
2015-07-10,816,Commas,Future
2015-07-10,830,One Hell Of An Amen,Brantley Gilbert
2015-07-10,844,Wet Dreamz,J. Cole
2015-07-10,858,Loving You Easy,Zac Brown Band
2015-07-10,872,One Last Time,Ariana Grande
2015-07-10,886,Buy Me A Boat,Chris Janson
2015-07-10,900,Renegades,X Ambassadors
2015-07-10,914,Planez,Jeremih Featuring J. Cole
2015-07-10,928,No Sleeep,Janet Featuring J. Cole
2015-07-10,942,Sippin' On Fire,Florida Georgia Line
2015-07-10,956,Crushin' It,Brad Paisley
2015-07-10,970,Kiss You In The Morning,Michael Ray
2015-07-10,984,The Matrimony,Wale Featuring Usher
2015-07-10,998,Don't It,Billy Currington
2015-07-10,1012,I Really Like You,Carly Rae Jepsen
2015-07-10,1026,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-07-10,1040,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-07-10,1054,"John Cougar, John Deere, John 3:16",Keith Urban
2015-07-10,1068,Ghost Town,Adam Lambert
2015-07-10,1082,Hell Of A Night,Dustin Lynch
2015-07-10,1096,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-07-10,1110,Young & Crazy,Frankie Ballard
2015-07-10,1124,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-07-10,1138,Energy,Drake
2015-07-10,1152,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-07-10,1166,Smoke,A Thousand Horses
2015-07-10,1180,This Could Be Us,Rae Sremmurd
2015-07-10,1194,Lose My Mind,Brett Eldredge
2015-07-10,1208,Know Yourself,Drake
2015-07-10,1222,Flashlight,Jessie J
2015-07-10,1236,Wild Child,Kenny Chesney With Grace Potter
2015-07-10,1250,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-07-10,1264,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B
2015-07-10,1278,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
2015-07-10,1292,Yoga,Janelle Monae & Jidenna
2015-07-10,1306,Beautiful Now,Zedd Featuring Jon Bellion
2015-07-10,1320,B**** I'm Madonna,Madonna Featuring Nicki Minaj
2015-07-10,1334,Real Life,Jake Owen
2015-07-10,1348,Pretty Girls,Britney Spears & Iggy Azalea
2015-07-10,1362,Tear In My Heart,Twenty One Pilots
2015-07-10,1376,Like I Can,Sam Smith
2015-07-10,1390,Check,Young Thug
2015-07-17,4,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-07-17,18,Cheerleader,OMI
2015-07-17,32,Watch Me,Silento
2015-07-17,46,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-07-17,60,Trap Queen,Fetty Wap
2015-07-17,74,Can't Feel My Face,The Weeknd
2015-07-17,88,Shut Up And Dance,WALK THE MOON
2015-07-17,102,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-07-17,116,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-07-17,130,Fight Song,Rachel Platten
2015-07-17,144,"Honey, I'm Good.",Andy Grammer
2015-07-17,158,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-07-17,172,Want To Want Me,Jason Derulo
2015-07-17,186,Worth It,Fifth Harmony Featuring Kid Ink
2015-07-17,200,B**** Better Have My Money,Rihanna
2015-07-17,214,Earned It (Fifty Shades Of Grey),The Weeknd
2015-07-17,228,Good For You,Selena Gomez Featuring A$AP Rocky
2015-07-17,242,Lean On,Major Lazer X DJ Snake Featuring MO
2015-07-17,256,The Hills,The Weeknd
2015-07-17,270,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-07-17,284,Sugar,Maroon 5
2015-07-17,298,Talking Body,Tove Lo
2015-07-17,312,You Know You Like It,DJ Snake & AlunaGeorge
2015-07-17,326,Thinking Out Loud,Ed Sheeran
2015-07-17,340,Photograph,Ed Sheeran
2015-07-17,354,Classic Man,Jidenna Featuring Roman GianArthur
2015-07-17,368,This Summer's Gonna Hurt...,Maroon 5
2015-07-17,382,Love Me Like You Do,Ellie Goulding
2015-07-17,396,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-07-17,410,Nasty Freestyle,T-Wayne
2015-07-17,424,Girl Crush,Little Big Town
2015-07-17,438,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-07-17,452,Elastic Heart,Sia
2015-07-17,466,679,Fetty Wap Featuring Remy Boyz
2015-07-17,480,Slow Motion,Trey Songz
2015-07-17,494,Cool For The Summer,Demi Lovato
2015-07-17,508,Take Your Time,Sam Hunt
2015-07-17,522,Kick The Dust Up,Luke Bryan
2015-07-17,536,Sangria,Blake Shelton
2015-07-17,550,Fun,Pitbull Featuring Chris Brown
2015-07-17,564,The Night Is Still Young,Nicki Minaj
2015-07-17,578,Uma Thurman,Fall Out Boy
2015-07-17,592,Be Real,Kid Ink Featuring DeJ Loaf
2015-07-17,606,Somebody,Natalie La Rose Featuring Jeremih
2015-07-17,620,House Party,Sam Hunt
2015-07-17,634,Shake It Off,Taylor Swift
2015-07-17,648,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
2015-07-17,662,Style,Taylor Swift
2015-07-17,676,Budapest,George Ezra
2015-07-17,690,Blank Space,Taylor Swift
2015-07-17,704,Love You Like That,Canaan Smith
2015-07-17,718,Tonight Looks Good On You,Jason Aldean
2015-07-17,732,Crash And Burn,Thomas Rhett
2015-07-17,746,Like A Wrecking Ball,Eric Church
2015-07-17,760,Love Me Like You Mean It,Kelsea Ballerini
2015-07-17,774,Baby Be My Love Song,Easton Corbin
2015-07-17,788,R.I.C.O.,Meek Mill Featuring Drake
2015-07-17,802,Buy Me A Boat,Chris Janson
2015-07-17,816,Bright,Echosmith
2015-07-17,830,One Hell Of An Amen,Brantley Gilbert
2015-07-17,844,Loving You Easy,Zac Brown Band
2015-07-17,858,Stitches,Shawn Mendes
2015-07-17,872,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-07-17,886,Commas,Future
2015-07-17,900,Little Toy Guns,Carrie Underwood
2015-07-17,914,Kiss You In The Morning,Michael Ray
2015-07-17,928,Planez,Jeremih Featuring J. Cole
2015-07-17,942,Wet Dreamz,J. Cole
2015-07-17,956,Renegades,X Ambassadors
2015-07-17,970,Crushin' It,Brad Paisley
2015-07-17,984,The Matrimony,Wale Featuring Usher
2015-07-17,998,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-07-17,1012,"John Cougar, John Deere, John 3:16",Keith Urban
2015-07-17,1026,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn
2015-07-17,1040,Hell Of A Night,Dustin Lynch
2015-07-17,1054,Young & Crazy,Frankie Ballard
2015-07-17,1068,Sippin' On Fire,Florida Georgia Line
2015-07-17,1082,This Could Be Us,Rae Sremmurd
2015-07-17,1096,Yoga,Janelle Monae & Jidenna
2015-07-17,1110,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-07-17,1124,Lose My Mind,Brett Eldredge
2015-07-17,1138,Alright,Kendrick Lamar
2015-07-17,1152,Don't It,Billy Currington
2015-07-17,1166,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign
2015-07-17,1180,Ghost Town,Adam Lambert
2015-07-17,1194,Do It Again,Pia Mia Featuring Chris Brown & Tyga
2015-07-17,1208,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-07-17,1222,Real Life,Jake Owen
2015-07-17,1236,Coffee,Miguel
2015-07-17,1250,I Really Like You,Carly Rae Jepsen
2015-07-17,1264,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-07-17,1278,Smoke,A Thousand Horses
2015-07-17,1292,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B
2015-07-17,1306,Know Yourself,Drake
2015-07-17,1320,Flashlight,Jessie J
2015-07-17,1334,Bad For You,Meek Mill Featuring Nicki Minaj
2015-07-17,1348,Beautiful Now,Zedd Featuring Jon Bellion
2015-07-17,1362,My Way,Fetty Wap Featuring Monty
2015-07-17,1376,Tear In My Heart,Twenty One Pilots
2015-07-17,1390,Brother,NEEDTOBREATHE Featuring Gavin DeGraw
2015-07-24,4,Cheerleader,OMI
2015-07-24,18,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-07-24,32,Can't Feel My Face,The Weeknd
2015-07-24,46,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-07-24,60,Watch Me,Silento
2015-07-24,74,Trap Queen,Fetty Wap
2015-07-24,88,Shut Up And Dance,WALK THE MOON
2015-07-24,102,Fight Song,Rachel Platten
2015-07-24,116,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-07-24,130,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-07-24,144,"Honey, I'm Good.",Andy Grammer
2015-07-24,158,The Hills,The Weeknd
2015-07-24,172,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-07-24,186,Worth It,Fifth Harmony Featuring Kid Ink
2015-07-24,200,Good For You,Selena Gomez Featuring A$AP Rocky
2015-07-24,214,Want To Want Me,Jason Derulo
2015-07-24,228,Lean On,Major Lazer X DJ Snake Featuring MO
2015-07-24,242,Earned It (Fifty Shades Of Grey),The Weeknd
2015-07-24,256,679,Fetty Wap Featuring Remy Boyz
2015-07-24,270,Sugar,Maroon 5
2015-07-24,284,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-07-24,298,B**** Better Have My Money,Rihanna
2015-07-24,312,Talking Body,Tove Lo
2015-07-24,326,Photograph,Ed Sheeran
2015-07-24,340,You Know You Like It,DJ Snake & AlunaGeorge
2015-07-24,354,Thinking Out Loud,Ed Sheeran
2015-07-24,368,Girl Crush,Little Big Town
2015-07-24,382,Cool For The Summer,Demi Lovato
2015-07-24,396,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-07-24,410,Classic Man,Jidenna Featuring Roman GianArthur
2015-07-24,424,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-07-24,438,This Summer's Gonna Hurt...,Maroon 5
2015-07-24,452,Love Me Like You Do,Ellie Goulding
2015-07-24,466,Kick The Dust Up,Luke Bryan
2015-07-24,480,Elastic Heart,Sia
2015-07-24,494,Nasty Freestyle,T-Wayne
2015-07-24,508,Take Your Time,Sam Hunt
2015-07-24,522,Slow Motion,Trey Songz
2015-07-24,536,Uma Thurman,Fall Out Boy
2015-07-24,550,Sangria,Blake Shelton
2015-07-24,564,House Party,Sam Hunt
2015-07-24,578,Fun,Pitbull Featuring Chris Brown
2015-07-24,592,R.I.C.O.,Meek Mill Featuring Drake
2015-07-24,606,The Night Is Still Young,Nicki Minaj
2015-07-24,620,Be Real,Kid Ink Featuring DeJ Loaf
2015-07-24,634,Love You Like That,Canaan Smith
2015-07-24,648,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
2015-07-24,662,Style,Taylor Swift
2015-07-24,676,Somebody,Natalie La Rose Featuring Jeremih
2015-07-24,690,Shake It Off,Taylor Swift
2015-07-24,704,Crash And Burn,Thomas Rhett
2015-07-24,718,Like A Wrecking Ball,Eric Church
2015-07-24,732,Tonight Looks Good On You,Jason Aldean
2015-07-24,746,Buy Me A Boat,Chris Janson
2015-07-24,760,Stitches,Shawn Mendes
2015-07-24,774,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-07-24,788,One Hell Of An Amen,Brantley Gilbert
2015-07-24,802,Loving You Easy,Zac Brown Band
2015-07-24,816,Renegades,X Ambassadors
2015-07-24,830,Bright,Echosmith
2015-07-24,844,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-07-24,858,Love Me Like You Mean It,Kelsea Ballerini
2015-07-24,872,Baby Be My Love Song,Easton Corbin
2015-07-24,886,Planez,Jeremih Featuring J. Cole
2015-07-24,900,"John Cougar, John Deere, John 3:16",Keith Urban
2015-07-24,914,Kiss You In The Morning,Michael Ray
2015-07-24,928,Commas,Future
2015-07-24,942,Crushin' It,Brad Paisley
2015-07-24,956,Wet Dreamz,J. Cole
2015-07-24,970,This Could Be Us,Rae Sremmurd
2015-07-24,984,The Matrimony,Wale Featuring Usher
2015-07-24,998,Hell Of A Night,Dustin Lynch
2015-07-24,1012,Little Toy Guns,Carrie Underwood
2015-07-24,1026,Lose My Mind,Brett Eldredge
2015-07-24,1040,Love Is Your Name,Steven Tyler
2015-07-24,1054,Young & Crazy,Frankie Ballard
2015-07-24,1068,Do It Again,Pia Mia Featuring Chris Brown & Tyga
2015-07-24,1082,Bad For You,Meek Mill Featuring Nicki Minaj
2015-07-24,1096,Real Life,Jake Owen
2015-07-24,1110,Ghost Town,Adam Lambert
2015-07-24,1124,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-07-24,1138,Yoga,Janelle Monae & Jidenna
2015-07-24,1152,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn
2015-07-24,1166,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-07-24,1180,Sippin' On Fire,Florida Georgia Line
2015-07-24,1194,Alright,Kendrick Lamar
2015-07-24,1208,Don't It,Billy Currington
2015-07-24,1222,Lord Knows,Meek Mill
2015-07-24,1236,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-07-24,1250,Beautiful Now,Zedd Featuring Jon Bellion
2015-07-24,1264,Jump Out The Face,Meek Mill Featuring Future
2015-07-24,1278,I Really Like You,Carly Rae Jepsen
2015-07-24,1292,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B
2015-07-24,1306,Smoke,A Thousand Horses
2015-07-24,1320,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
2015-07-24,1334,Ex's & Oh's,Elle King
2015-07-24,1348,Tear In My Heart,Twenty One Pilots
2015-07-24,1362,Brother,NEEDTOBREATHE Featuring Gavin DeGraw
2015-07-24,1376,Break Up With Him,Old Dominion
2015-07-24,1390,I'm Comin' Over,Chris Young
2015-07-31,4,Cheerleader,OMI
2015-07-31,18,Can't Feel My Face,The Weeknd
2015-07-31,32,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-07-31,46,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-07-31,60,Watch Me,Silento
2015-07-31,74,Trap Queen,Fetty Wap
2015-07-31,88,Shut Up And Dance,WALK THE MOON
2015-07-31,102,Fight Song,Rachel Platten
2015-07-31,116,Lean On,Major Lazer X DJ Snake Featuring MO
2015-07-31,130,The Hills,The Weeknd
2015-07-31,144,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-07-31,158,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-07-31,172,"Honey, I'm Good.",Andy Grammer
2015-07-31,186,Worth It,Fifth Harmony Featuring Kid Ink
2015-07-31,200,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-07-31,214,Good For You,Selena Gomez Featuring A$AP Rocky
2015-07-31,228,Want To Want Me,Jason Derulo
2015-07-31,242,679,Fetty Wap Featuring Remy Boyz
2015-07-31,256,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-07-31,270,Sugar,Maroon 5
2015-07-31,284,Photograph,Ed Sheeran
2015-07-31,298,Earned It (Fifty Shades Of Grey),The Weeknd
2015-07-31,312,B**** Better Have My Money,Rihanna
2015-07-31,326,Thinking Out Loud,Ed Sheeran
2015-07-31,340,Girl Crush,Little Big Town
2015-07-31,354,Talking Body,Tove Lo
2015-07-31,368,Classic Man,Jidenna Featuring Roman GianArthur
2015-07-31,382,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-07-31,396,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-07-31,410,You Know You Like It,DJ Snake & AlunaGeorge
2015-07-31,424,Cool For The Summer,Demi Lovato
2015-07-31,438,Love Me Like You Do,Ellie Goulding
2015-07-31,452,Elastic Heart,Sia
2015-07-31,466,Nasty Freestyle,T-Wayne
2015-07-31,480,Slow Motion,Trey Songz
2015-07-31,494,Uma Thurman,Fall Out Boy
2015-07-31,508,Kick The Dust Up,Luke Bryan
2015-07-31,522,Take Your Time,Sam Hunt
